subj,node1,node2,weight
S101,ermine,stallion,0.25
S101,ermine,jaguar,0.25
S101,ermine,parrot,0.25
S101,ermine,impala,0.25
S101,ermine,platypus,0.25
S101,ermine,rat,0.125
S101,ermine,ostrich,0.25
S101,ermine,hyena,0.25
S101,ermine,gorilla,0.25
S101,ermine,lizard,0.25
S101,ermine,wolf,0.25
S101,ermine,hamster,0.125
S101,ermine,okapi,0.25
S101,ermine,raccoon,0.25
S101,ermine,wallaby,0.25
S101,ermine,gilamonster,0.25
S101,ermine,walrus,0.25
S101,ermine,porpoise,0.25
S101,ermine,koala,0.25
S101,ermine,zebra,0.25
S101,skate,turtle,0.25
S101,skate,tiger,0.25
S101,skate,wolfhound,0.25
S101,skate,toad,0.25
S101,skate,snappingturtle,0.25
S101,skate,squid,0.25
S101,skate,stork,0.25
S101,skate,wolf,0.25
S101,skate,sparrow,0.25
S101,skate,stingray,0.25
S101,skate,whale,0.25
S101,skate,waterbuffalo,0.25
S101,skate,tuna,0.25
S101,human,turtle,0.25
S101,human,sloth,0.25
S101,human,mink,0.25
S101,human,llama,0.25
S101,human,pig,0.25
S101,human,rat,0.25
S101,human,weasel,0.25
S101,human,ocelot,0.25
S101,human,seal,0.25
S101,human,seacow,0.25
S101,human,mouse,0.25
S101,human,panda,0.25
S101,human,sheep,0.25
S101,human,hyena,0.25
S101,human,slowloris,0.25
S101,human,monkey,0.25
S101,human,swan,0.25
S101,human,piranha,0.25
S101,human,rhinoceros,0.25
S101,human,sealion,0.25
S101,human,woolymammoth,0.25
S101,human,polarbear,0.25
S101,human,moose,0.25
S101,human,squirrel,0.25
S101,human,snail,0.25
S101,human,kangaroo,0.25
S101,human,lion,0.75
S101,human,leopard,0.25
S101,human,mule,0.25
S101,human,tiger,0.25
S101,human,koala,0.25
S101,human,snake,0.25
S101,human,rabbit,0.25
S101,human,zebra,0.25
S101,human,whale,0.25
S101,human,tick,0.25
S101,human,raptor,0.25
S101,human,penguin,0.25
S101,human,otter,0.25
S101,human,parrot,0.25
S101,human,sugarglider,0.25
S101,human,lemur,0.25
S101,human,yellowjacket,0.25
S101,human,mantis,0.25
S101,human,marmoset,0.75
S101,human,wolf,0.75
S101,human,orangutan,0.25
S101,human,seagull,0.25
S101,human,raven,0.25
S101,human,octopus,0.25
S101,human,redpanda,0.25
S101,mongoose,turtle,0.25
S101,mongoose,owl,0.25
S101,mongoose,shark,0.25
S101,mongoose,pandabear,0.25
S101,mongoose,moth,0.25
S101,mongoose,spider,0.25
S101,mongoose,pig,0.25
S101,mongoose,rat,0.75
S101,mongoose,ocelot,0.25
S101,mongoose,woodpecker,0.25
S101,mongoose,mouse,0.125
S101,mongoose,panda,0.25
S101,mongoose,sheep,0.25
S101,mongoose,scorpion,0.125
S101,mongoose,wildebeest,0.25
S101,mongoose,wolverine,0.25
S101,mongoose,opossum,0.25
S101,mongoose,otter,0.25
S101,mongoose,trout,0.25
S101,mongoose,porcupine,0.25
S101,mongoose,moose,0.25
S101,mongoose,squirrel,0.25
S101,mongoose,starfish,0.25
S101,mongoose,python,0.25
S101,mongoose,tiger,0.125
S101,mongoose,snake,0.25
S101,mongoose,rabbit,0.125
S101,mongoose,whale,0.25
S101,mongoose,penguin,0.25
S101,mongoose,skunk,0.25
S101,mongoose,parrot,0.25
S101,mongoose,platypus,0.25
S101,mongoose,wolf,0.25
S101,mongoose,raccoon,0.125
S101,mongoose,polarbear,0.125
S101,mongoose,octopus,0.25
S101,prairiedog,sloth,0.25
S101,prairiedog,shark,0.25
S101,prairiedog,squid,0.25
S101,prairiedog,squirrel,0.25
S101,prairiedog,starfish,0.25
S101,prairiedog,wasp,0.25
S101,prairiedog,scorpion,0.25
S101,prairiedog,spider,0.25
S101,prairiedog,tiger,0.25
S101,prairiedog,rat,0.25
S101,prairiedog,wolf,0.25
S101,prairiedog,snake,0.75
S101,prairiedog,seal,0.25
S101,prairiedog,raccoon,0.25
S101,prairiedog,whale,0.25
S101,prairiedog,woodpecker,0.25
S101,prairiedog,zebra,0.25
S101,chicken,peacock,0.125
S101,chicken,pheasant,0.25
S101,chicken,sparrow,0.03125
S101,chicken,pigeon,0.125
S101,chicken,crocodile,0.03125
S101,chicken,ermine,0.25
S101,chicken,skate,0.25
S101,chicken,human,0.25
S101,chicken,prairiedog,0.25
S101,chicken,owl,0.3125
S101,chicken,iguana,0.125
S101,chicken,elk,0.25
S101,chicken,dungbeetle,0.25
S101,chicken,civet,0.25
S101,chicken,panther,0.015625
S101,chicken,swan,0.03125
S101,chicken,piranha,0.25
S101,chicken,cougar,0.25
S101,chicken,sloth,0.0625
S101,chicken,penguin,0.00390625
S101,chicken,snappingturtle,0.25
S101,chicken,rat,0.0009765625
S101,chicken,raven,0.125
S101,chicken,porcupine,0.25
S101,chicken,grizzlybear,0.125
S101,chicken,vulture,0.25
S101,chicken,manatee,0.125
S101,chicken,ferret,0.03125
S101,chicken,giraffe,0.0001220703125
S101,chicken,snake,0.0009765625
S101,chicken,llama,0.03125
S101,chicken,falcon,0.125
S101,chicken,tick,0.25
S101,chicken,mountainlion,0.25
S101,chicken,jaguar,0.015625
S101,chicken,cranefly,0.25
S101,chicken,parrot,0.00390625
S101,chicken,marmoset,0.25
S101,chicken,eel,0.25
S101,chicken,jellyfish,0.25
S101,chicken,dolphin,0.00390625
S101,chicken,gilamonster,0.75
S101,chicken,walrus,0.125
S101,chicken,orca,0.0625
S101,chicken,turtle,0.00390625
S101,chicken,crow,0.0625
S101,chicken,fish,0.0107421875
S101,chicken,grasshopper,0.0625
S101,chicken,spider,0.03125
S101,chicken,goose,0.2265625
S101,chicken,lion,6.103515625e-05
S101,chicken,flamingo,0.125
S101,chicken,lobster,0.25
S101,chicken,zebra,0.00390625
S101,chicken,seal,0.0078125
S101,chicken,panda,0.0078125
S101,chicken,hippopotamus,0.001953125
S101,chicken,emu,0.0625
S101,chicken,puma,0.25
S101,chicken,dinosaur,0.25
S101,chicken,fox,0.0078125
S101,chicken,rattlesnake,0.25
S101,chicken,greatwhiteshark,0.25
S101,chicken,lovebird,0.25
S101,chicken,tadpole,0.25
S101,chicken,sealion,0.125
S101,chicken,stingray,0.125
S101,chicken,koala,0.03125
S101,chicken,eagle,0.015625
S101,chicken,hare,0.125
S101,chicken,salmon,0.0625
S101,chicken,kangaroo,0.015625
S101,chicken,stallion,0.25
S101,chicken,cockroach,0.25
S101,chicken,mule,0.25
S101,chicken,seaturtle,0.25
S101,chicken,muskox,0.25
S101,chicken,goldfish,0.125
S101,chicken,slug,0.25
S101,chicken,raptor,0.25
S101,chicken,gerbil,0.03125
S101,chicken,shrew,0.25
S101,chicken,koalabear,0.25
S101,chicken,tortoise,0.25
S101,chicken,cow,0.046142578125
S101,chicken,pelican,0.125
S101,chicken,russianblue,0.25
S101,chicken,lemur,0.0625
S101,chicken,mantis,0.25
S101,chicken,ostrich,0.03515625
S101,chicken,wolf,0.01953125
S101,chicken,hamster,0.015625
S101,chicken,orangutan,0.125
S101,chicken,ox,0.25
S101,chicken,raccoon,0.0625
S101,chicken,octopus,0.0625
S101,chicken,porpoise,0.125
S101,chicken,meerkat,0.25
S101,chicken,redpanda,0.25
S101,chicken,seacow,0.75
S101,chicken,scorpion,0.25
S101,chicken,gazelle,0.125
S101,chicken,wasp,0.125
S101,chicken,gopher,0.125
S101,chicken,hammerheadshark,0.25
S101,chicken,weasel,0.125
S101,chicken,ocelot,0.25
S101,chicken,duck,0.01953125
S101,chicken,whale,0.00048828125
S101,chicken,sheep,0.00390625
S101,chicken,stork,0.25
S101,chicken,horse,0.000244140625
S101,chicken,humpbackwhale,0.25
S101,chicken,monkey,0.00048828125
S101,chicken,poodle,0.25
S101,chicken,frog,0.0078125
S101,chicken,turkey,0.9375
S101,chicken,oryx,0.25
S101,chicken,opossum,0.25
S101,chicken,chinchilla,0.0625
S101,chicken,crab,0.25
S101,chicken,sunconure,0.25
S101,chicken,woolymammoth,0.25
S101,chicken,flyingsquirrel,0.25
S101,chicken,polarbear,0.0078125
S101,chicken,pufferfish,0.25
S101,chicken,cricket,0.125
S101,chicken,ram,0.125
S101,chicken,squirrel,0.0078125
S101,chicken,starfish,0.25
S101,chicken,chimpanzee,0.0625
S101,chicken,tiger,0.000244140625
S101,chicken,rabbit,0.015625
S101,chicken,coyote,0.03125
S101,chicken,crane,0.25
S101,chicken,pig,0.999755859375
S101,chicken,waterbuffalo,0.25
S101,chicken,otter,0.0625
S101,chicken,fly,0.0625
S101,chicken,sugarglider,0.125
S101,chicken,worm,0.25
S101,chicken,lizard,0.0625
S101,chicken,persian,0.25
S101,chicken,lynx,0.25
S101,chicken,seagull,0.125
S101,chicken,impala,0.25
S101,chicken,robin,0.0625
S101,chicken,hornet,0.25
S101,chicken,shrimp,0.25
S101,chicken,donkey,0.0009765625
S101,chicken,mink,0.125
S101,chicken,wolfhound,0.25
S101,chicken,moth,0.25
S101,chicken,chipmunk,0.03125
S101,chicken,newt,0.25
S101,chicken,squid,0.125
S101,chicken,deer,0.03125
S101,chicken,rooster,0.875
S101,chicken,yellowjacket,0.25
S101,chicken,marten,0.25
S101,chicken,quail,0.25
S101,chicken,woodpecker,0.25
S101,chicken,mouse,0.000244140625
S101,chicken,mole,0.125
S101,chicken,lamb,0.25
S101,chicken,warthog,0.25
S101,chicken,humunukuapua,0.25
S101,chicken,muskdeer,0.25
S101,chicken,rhinoceros,0.0078125
S101,chicken,guineapig,0.125
S101,chicken,parakeet,0.25
S101,chicken,ibex,0.25
S101,chicken,elephant,0.000244140625
S101,chicken,goat,0.015625
S101,chicken,cod,0.25
S101,chicken,germanshepherd,0.25
S101,chicken,moose,0.125
S101,chicken,tapir,0.25
S101,chicken,snail,0.125
S101,chicken,toad,0.125
S101,chicken,swordfish,0.25
S101,chicken,dingo,0.25
S101,chicken,leopard,0.001953125
S101,chicken,shark,0.0009765625
S101,chicken,possum,0.125
S101,chicken,slowloris,0.25
S101,chicken,clownfish,0.125
S101,chicken,salamander,0.25
S101,chicken,tuna,0.0625
S101,chicken,hawk,0.015625
S101,chicken,terrier,0.25
S101,chicken,hummingbird,0.25
S101,chicken,thornydevil,0.25
S101,chicken,dog,0.00091552734375
S101,chicken,hyena,0.0078125
S101,chicken,gorilla,0.001953125
S101,chicken,mammoth,0.25
S101,chicken,okapi,0.25
S101,chicken,skunk,0.03125
S101,chicken,narwhal,0.25
S101,owl,turtle,0.03125
S101,owl,sloth,0.25
S101,owl,shark,0.125
S101,owl,pandabear,0.25
S101,owl,sparrow,0.25
S101,owl,ram,0.125
S101,owl,salmon,0.25
S101,owl,spider,0.25
S101,owl,pig,0.0625
S101,owl,spidermonkey,0.25
S101,owl,swan,0.25
S101,owl,rat,0.0625
S101,owl,zebra,0.0625
S101,owl,seal,0.0625
S101,owl,woodpecker,0.25
S101,owl,panda,0.25
S101,owl,turkey,0.75
S101,owl,wolverine,0.25
S101,owl,scorpion,0.25
S101,owl,wildebeest,0.75
S101,owl,walrus,0.25
S101,owl,rhinoceros,0.0625
S101,owl,yak,0.25
S101,owl,polarbear,0.0625
S101,owl,porcupine,0.25
S101,owl,sheep,0.0625
S101,owl,tapir,0.25
S101,owl,squirrel,0.25
S101,owl,starfish,0.25
S101,owl,python,0.25
S101,owl,vulture,0.25
S101,owl,stallion,0.25
S101,owl,salamander,0.25
S101,owl,tiger,0.0078125
S101,owl,possum,0.25
S101,owl,porpoise,0.25
S101,owl,snake,0.125
S101,owl,rabbit,0.03125
S101,owl,tuna,0.125
S101,owl,rooster,0.25
S101,owl,penguin,0.125
S101,owl,whale,0.125
S101,owl,skunk,0.125
S101,owl,tortoise,0.25
S101,owl,parrot,0.3125
S101,owl,thornydevil,0.25
S101,owl,platypus,0.25
S101,owl,shrimp,0.25
S101,owl,shrew,0.25
S101,owl,wolf,0.03125
S101,owl,swordfish,0.25
S101,owl,raccoon,0.25
S101,owl,trout,0.75
S101,owl,pelican,0.125
S101,owl,robin,0.25
S101,badger,sparrow,0.25
S101,badger,fox,0.125
S101,badger,canary,0.25
S101,badger,crocodile,0.25
S101,badger,ermine,0.125
S101,badger,mongoose,0.25
S101,badger,chicken,0.25
S101,badger,iguana,0.25
S101,badger,elk,0.125
S101,badger,dungbeetle,0.25
S101,badger,civet,0.25
S101,badger,panther,0.25
S101,badger,camel,0.25
S101,badger,cougar,0.25
S101,badger,otter,0.125
S101,badger,porcupine,0.25
S101,badger,grizzlybear,0.25
S101,badger,chameleon,0.25
S101,badger,python,0.25
S101,badger,swordfish,0.25
S101,badger,caribou,0.125
S101,badger,bear,0.125
S101,badger,ferret,0.0625
S101,badger,giraffe,0.125
S101,badger,llama,0.25
S101,badger,jaguar,0.25
S101,badger,parrot,0.125
S101,badger,dingo,0.125
S101,badger,goat,0.0625
S101,badger,emu,0.25
S101,badger,gilamonster,0.25
S101,badger,walrus,0.25
S101,badger,turtle,0.75
S101,badger,fish,0.25
S101,badger,spider,0.25
S101,badger,lion,0.0625
S101,badger,lobster,0.25
S101,badger,zebra,0.25
S101,badger,seal,0.125
S101,badger,panda,0.25
S101,badger,hippopotamus,0.25
S101,badger,puma,0.25
S101,badger,wildebeest,0.25
S101,badger,greatwhiteshark,0.25
S101,badger,wolverine,0.75
S101,badger,baldeagle,0.25
S101,badger,carp,0.25
S101,badger,trout,0.25
S101,badger,eagle,0.25
S101,badger,kangaroo,0.25
S101,badger,stallion,0.75
S101,badger,muskox,0.25
S101,badger,goldfish,0.25
S101,badger,newt,0.25
S101,badger,monkey,0.25
S101,badger,shrew,0.25
S101,badger,koalabear,0.25
S101,badger,cow,0.125
S101,badger,pelican,0.25
S101,badger,thornydevil,0.25
S101,badger,lemur,0.75
S101,badger,ostrich,0.25
S101,badger,wolf,0.25
S101,badger,hamster,0.125
S101,badger,raccoon,0.125
S101,badger,wallaby,0.25
S101,badger,octopus,0.125
S101,badger,porpoise,0.25
S101,badger,owl,0.125
S101,badger,scorpion,0.25
S101,badger,gazelle,0.25
S101,badger,shark,0.25
S101,badger,weasel,0.25
S101,badger,boar,0.25
S101,badger,tuna,0.25
S101,badger,sheep,0.0625
S101,badger,horse,0.0625
S101,badger,gerbil,0.25
S101,badger,pandabear,0.25
S101,badger,bumblebee,0.25
S101,badger,frog,0.25
S101,badger,opossum,0.25
S101,badger,chinchilla,0.25
S101,badger,crab,0.25
S101,badger,polarbear,0.125
S101,badger,dolphin,0.25
S101,badger,squirrel,0.25
S101,badger,starfish,0.25
S101,badger,tiger,0.0625
S101,badger,rabbit,0.125
S101,badger,penguin,0.25
S101,badger,bluejay,0.25
S101,badger,cat,0.0625
S101,badger,lizard,0.25
S101,badger,lynx,0.125
S101,badger,bluewhale,0.25
S101,badger,impala,0.25
S101,badger,donkey,0.5
S101,badger,mink,0.125
S101,badger,pony,0.75
S101,badger,chipmunk,0.25
S101,badger,marmot,0.25
S101,badger,ram,0.25
S101,badger,deer,0.0625
S101,badger,pig,0.0625
S101,badger,rat,0.125
S101,badger,marten,0.25
S101,badger,beaver,0.25
S101,badger,woodpecker,0.25
S101,badger,mouse,0.0625
S101,badger,mole,0.25
S101,badger,koala,0.25
S101,badger,killerwhale,0.25
S101,badger,muskdeer,0.25
S101,badger,rhinoceros,0.125
S101,badger,guineapig,0.125
S101,badger,capybara,0.25
S101,badger,elephant,0.0625
S101,badger,cheetah,0.125
S101,badger,bunny,0.25
S101,badger,moose,0.125
S101,badger,tapir,0.25
S101,badger,vulture,0.25
S101,badger,leopard,0.125
S101,badger,possum,0.25
S101,badger,clownfish,0.25
S101,badger,salamander,0.25
S101,badger,basilisk,0.25
S101,badger,whale,0.25
S101,badger,hawk,0.25
S101,badger,jellyfish,0.25
S101,badger,groundhog,0.25
S101,badger,platypus,0.125
S101,badger,dog,0.0625
S101,badger,hyena,0.25
S101,badger,gorilla,0.25
S101,badger,okapi,0.25
S101,badger,skunk,0.25
S101,badger,buffalo,0.125
S101,badger,hedgehog,0.25
S101,elk,sparrow,0.125
S101,elk,wildebeest,0.75
S101,elk,ermine,0.25
S101,elk,mongoose,0.25
S101,elk,owl,0.125
S101,elk,iguana,0.125
S101,elk,scorpion,0.25
S101,elk,prayingmantis,0.25
S101,elk,otter,0.25
S101,elk,porcupine,0.25
S101,elk,grizzlybear,0.125
S101,elk,python,0.125
S101,elk,swordfish,0.25
S101,elk,salamander,0.125
S101,elk,ferret,0.0625
S101,elk,giraffe,0.125
S101,elk,llama,0.25
S101,elk,falcon,0.25
S101,elk,flamingo,0.25
S101,elk,jaguar,0.25
S101,elk,parrot,0.875
S101,elk,emu,0.25
S101,elk,gilamonster,0.25
S101,elk,goldeneagle,0.25
S101,elk,turtle,0.25
S101,elk,fish,0.25
S101,elk,spider,0.125
S101,elk,lion,0.0625
S101,elk,lobster,0.25
S101,elk,zebra,0.25
S101,elk,seal,0.25
S101,elk,hippopotamus,0.25
S101,elk,fox,0.125
S101,elk,greatwhiteshark,0.25
S101,elk,wolverine,0.25
S101,elk,tarantula,0.25
S101,elk,trout,0.125
S101,elk,leopard,0.25
S101,elk,stallion,0.25
S101,elk,muskox,0.25
S101,elk,goldfish,0.25
S101,elk,newt,0.25
S101,elk,monkey,0.125
S101,elk,shrew,0.25
S101,elk,koalabear,0.25
S101,elk,thornydevil,0.25
S101,elk,lemur,0.125
S101,elk,ostrich,0.25
S101,elk,wolf,0.25
S101,elk,hamster,0.125
S101,elk,raccoon,0.25
S101,elk,swallow,0.25
S101,elk,octopus,0.125
S101,elk,porpoise,0.25
S101,elk,pelican,0.25
S101,elk,gazelle,0.75
S101,elk,weasel,0.25
S101,elk,ocelot,0.25
S101,elk,whale,0.125
S101,elk,sheep,0.125
S101,elk,horse,0.0625
S101,elk,gerbil,0.25
S101,elk,pandabear,0.25
S101,elk,frog,0.125
S101,elk,opossum,0.25
S101,elk,polarbear,0.0625
S101,elk,marten,0.25
S101,elk,squirrel,0.25
S101,elk,starfish,0.25
S101,elk,tiger,0.0625
S101,elk,rabbit,0.25
S101,elk,penguin,0.125
S101,elk,fly,0.25
S101,elk,lizard,0.25
S101,elk,lynx,0.25
S101,elk,impala,0.25
S101,elk,robin,0.25
S101,elk,shark,0.125
S101,elk,mink,0.25
S101,elk,marmot,0.25
S101,elk,ram,0.25
S101,elk,pig,0.0625
S101,elk,rat,0.125
S101,elk,mockingbird,0.25
S101,elk,woodpecker,0.25
S101,elk,mouse,0.0625
S101,elk,mole,0.25
S101,elk,grouper,0.25
S101,elk,gecko,0.25
S101,elk,killerwhale,0.25
S101,elk,muskdeer,0.25
S101,elk,rhinoceros,0.25
S101,elk,guineapig,0.25
S101,elk,goat,0.125
S101,elk,moose,0.875
S101,elk,tapir,0.25
S101,elk,vulture,0.25
S101,elk,salmon,0.25
S101,elk,tuna,0.125
S101,elk,hawk,0.125
S101,elk,jellyfish,0.25
S101,elk,groundhog,0.25
S101,elk,platypus,0.25
S101,elk,hyena,0.125
S101,elk,gorilla,0.125
S101,elk,okapi,0.25
S101,elk,skunk,0.25
S101,elk,hedgehog,0.25
S101,dungbeetle,turtle,0.25
S101,dungbeetle,pelican,0.25
S101,dungbeetle,shark,0.25
S101,dungbeetle,mink,0.25
S101,dungbeetle,sparrow,0.25
S101,dungbeetle,fox,0.25
S101,dungbeetle,fish,0.25
S101,dungbeetle,ram,0.25
S101,dungbeetle,spider,0.25
S101,dungbeetle,tuna,0.25
S101,dungbeetle,pig,0.25
S101,dungbeetle,leopard,0.25
S101,dungbeetle,lion,0.25
S101,dungbeetle,marten,0.25
S101,dungbeetle,seal,0.25
S101,dungbeetle,mouse,0.25
S101,dungbeetle,mole,0.25
S101,dungbeetle,hippopotamus,0.25
S101,dungbeetle,sheep,0.25
S101,dungbeetle,elk,0.25
S101,dungbeetle,horse,0.75
S101,dungbeetle,octopus,0.25
S101,dungbeetle,monkey,0.25
S101,dungbeetle,muskdeer,0.25
S101,dungbeetle,frog,0.25
S101,dungbeetle,rhinoceros,0.25
S101,dungbeetle,guineapig,0.25
S101,dungbeetle,elephant,0.25
S101,dungbeetle,iguana,0.25
S101,dungbeetle,goat,0.25
S101,dungbeetle,rat,0.25
S101,dungbeetle,polarbear,0.25
S101,dungbeetle,swordfish,0.25
S101,dungbeetle,eagle,0.25
S101,dungbeetle,tapir,0.25
S101,dungbeetle,hyena,0.25
S101,dungbeetle,vulture,0.25
S101,dungbeetle,lynx,0.25
S101,dungbeetle,owl,0.25
S101,dungbeetle,salamander,0.25
S101,dungbeetle,tiger,0.25
S101,dungbeetle,ferret,0.25
S101,dungbeetle,giraffe,0.25
S101,dungbeetle,llama,0.25
S101,dungbeetle,muskox,0.25
S101,dungbeetle,goldfish,0.25
S101,dungbeetle,whale,0.25
S101,dungbeetle,hawk,0.25
S101,dungbeetle,newt,0.25
S101,dungbeetle,shrew,0.25
S101,dungbeetle,stallion,0.25
S101,dungbeetle,jaguar,0.25
S101,dungbeetle,parrot,0.25
S101,dungbeetle,thornydevil,0.25
S101,dungbeetle,ermine,0.25
S101,dungbeetle,ostrich,0.25
S101,dungbeetle,emu,0.25
S101,dungbeetle,gorilla,0.25
S101,dungbeetle,lizard,0.75
S101,dungbeetle,hamster,0.25
S101,dungbeetle,okapi,0.25
S101,dungbeetle,gilamonster,0.25
S101,dungbeetle,impala,0.25
S101,dungbeetle,porpoise,0.25
S101,civet,turtle,0.25
S101,civet,pelican,0.25
S101,civet,shark,0.25
S101,civet,mink,0.25
S101,civet,sparrow,0.25
S101,civet,fox,0.25
S101,civet,fish,0.25
S101,civet,ram,0.25
S101,civet,deer,0.25
S101,civet,spider,0.25
S101,civet,tuna,0.25
S101,civet,pig,0.25
S101,civet,leopard,0.25
S101,civet,lion,0.25
S101,civet,marten,0.25
S101,civet,seal,0.25
S101,civet,mouse,0.25
S101,civet,mole,0.25
S101,civet,hippopotamus,0.25
S101,civet,sheep,0.25
S101,civet,elk,0.25
S101,civet,horse,0.25
S101,civet,dungbeetle,0.25
S101,civet,monkey,0.75
S101,civet,muskdeer,0.25
S101,civet,frog,0.25
S101,civet,rhinoceros,0.25
S101,civet,guineapig,0.25
S101,civet,porpoise,0.25
S101,civet,elephant,0.25
S101,civet,iguana,0.25
S101,civet,goat,0.25
S101,civet,rat,0.25
S101,civet,polarbear,0.25
S101,civet,swordfish,0.25
S101,civet,eagle,0.25
S101,civet,tapir,0.25
S101,civet,hyena,0.25
S101,civet,octopus,0.25
S101,civet,vulture,0.25
S101,civet,lynx,0.25
S101,civet,owl,0.25
S101,civet,salamander,0.25
S101,civet,tiger,0.25
S101,civet,ferret,0.25
S101,civet,giraffe,0.25
S101,civet,clownfish,0.25
S101,civet,llama,0.25
S101,civet,muskox,0.25
S101,civet,goldfish,0.25
S101,civet,whale,0.25
S101,civet,hawk,0.25
S101,civet,newt,0.25
S101,civet,shrew,0.25
S101,civet,donkey,0.25
S101,civet,stallion,0.25
S101,civet,jaguar,0.25
S101,civet,dingo,0.25
S101,civet,cow,0.25
S101,civet,thornydevil,0.25
S101,civet,dog,0.25
S101,civet,ermine,0.25
S101,civet,ostrich,0.25
S101,civet,emu,0.25
S101,civet,gorilla,0.25
S101,civet,lizard,0.25
S101,civet,hamster,0.25
S101,civet,okapi,0.25
S101,civet,gilamonster,0.25
S101,civet,impala,0.25
S101,civet,parrot,0.25
S101,panther,turtle,0.125
S101,panther,pelican,0.25
S101,panther,shark,0.03125
S101,panther,swan,0.25
S101,panther,pony,0.25
S101,panther,wolfhound,0.25
S101,panther,wasp,0.125
S101,panther,squid,0.125
S101,panther,spider,0.125
S101,panther,pig,0.015625
S101,panther,rat,0.015625
S101,panther,skate,0.25
S101,panther,weasel,0.5
S101,panther,seal,0.03125
S101,panther,prairiedog,0.25
S101,panther,woodpecker,0.25
S101,panther,whale,0.03125
S101,panther,sheep,0.03125
S101,panther,rhinoceros,0.9375
S101,panther,puma,0.125
S101,panther,scorpion,0.25
S101,panther,pigeon,0.25
S101,panther,rattlesnake,0.25
S101,panther,stork,0.25
S101,panther,tadpole,0.25
S101,panther,sealion,0.25
S101,panther,parakeet,0.25
S101,panther,stingray,0.125
S101,panther,snappingturtle,0.25
S101,panther,polarbear,0.125
S101,panther,porcupine,0.25
S101,panther,squirrel,0.0625
S101,panther,starfish,0.25
S101,panther,toad,0.125
S101,panther,salmon,0.125
S101,panther,sloth,0.25
S101,panther,seaturtle,0.25
S101,panther,tiger,0.0078125
S101,panther,possum,0.25
S101,panther,snake,0.0625
S101,panther,rabbit,0.0625
S101,panther,tuna,0.25
S101,panther,waterbuffalo,0.25
S101,panther,raccoon,0.0625
S101,panther,penguin,0.03125
S101,panther,peacock,0.75
S101,panther,parrot,0.125
S101,panther,sugarglider,0.25
S101,panther,platypus,0.25
S101,panther,worm,0.25
S101,panther,robin,0.125
S101,panther,wolf,0.03125
S101,panther,sparrow,0.125
S101,panther,wallaby,0.25
S101,panther,seagull,0.25
S101,panther,walrus,0.25
S101,panther,porpoise,0.25
S101,panther,zebra,0.0625
S101,swan,turkey,0.125
S101,swan,turtle,0.125
S101,swan,woolymammoth,0.25
S101,swan,tortoise,0.125
S101,swan,toad,0.25
S101,swan,terrier,0.25
S101,swan,yellowjacket,0.25
S101,swan,tiger,0.03125
S101,swan,tadpole,0.25
S101,swan,wolf,0.0625
S101,swan,zebra,0.03125
S101,swan,yak,0.25
S101,swan,whale,0.03125
S101,swan,tick,0.25
S101,swan,warthog,0.25
S101,swan,weasel,0.25
S101,piranha,turtle,0.25
S101,piranha,sloth,0.25
S101,piranha,yellowjacket,0.25
S101,piranha,weasel,0.25
S101,piranha,seal,0.25
S101,piranha,seacow,0.25
S101,piranha,sheep,0.25
S101,piranha,slowloris,0.25
S101,piranha,swan,0.25
S101,piranha,rhinoceros,0.25
S101,piranha,sealion,0.25
S101,piranha,woolymammoth,0.25
S101,piranha,raven,0.25
S101,piranha,squirrel,0.25
S101,piranha,snail,0.25
S101,piranha,zebra,0.25
