word,freq,aoa_mean,aoa_sd
retrogressive,0.02,13.86,4.24
retroperitoneal,0.06,15.86,3.44
retrorocket,0.02,13.44,3.88
retrospect,0.71,14.63,3.55
retrospective,0.29,13.56,2.97
retrovirus,0.04,15,2.7
retry,0.1,8,2.66
retune,0.04,10.71,4.14
return,91.69,5.61,1.79
returnable,0.1,10.06,2.69
returnee,0.02,10.75,3.04
returner,0.02,9.05,2.46
retype,0.04,9.56,2.36
reuben,1.18,14.42,5.04
reunification,0.25,13.94,3.78
reunify,0.02,13.12,3.03
reunion,8.82,10.05,3.06
reunite,0.71,9.44,3.45
reupholster,0.04,13.94,3.82
reusable,0.02,6.89,1.94
reuse,0.12,7.17,2.94
rev,4.06,10.67,1.95
revalue,0.02,12.22,2.78
revamp,0.08,13.06,2.98
reveal,9.33,9.47,2.32
revealer,0.02,10.82,3.03
reveille,0.76,13.4,3.17
revel,0.8,12,3
revelation,2.75,9.95,2.78
revelry,0.18,12.67,2.79
revenge,19.04,8,1.86
revengeful,0.06,10.26,2.42
revenue,2.39,11.74,2.83
reverb,0.16,13.93,3.24
reverberant,0.02,13.62,3.91
reverberate,0.04,12.78,2.29
reverberating,0.14,13.56,3.93
reverberation,0.08,14.82,3.71
revere,1.12,10.47,3.9
reverence,1.33,13.06,4.02
reverend,18.88,12.11,3.14
reverent,0.22,11.5,3.29
reverie,0.14,13.78,2.88
reversal,1.12,8.11,2.25
reverse,10.98,6.89,1.81
reversible,0.29,8.84,3.32
reversion,0.08,14.19,4.72
revert,0.69,13.11,3.68
review,14.8,8.84,1.8
reviewer,0.51,9.68,2.87
revile,0.14,12.59,4.27
revise,0.86,11.67,2.85
revised,1.24,10.31,2.28
revision,0.57,10.33,2.35
revisionist,0.25,16.53,4.98
revisit,0.84,10,3.84
revitalize,0.25,12.42,3.4
revival,1.18,10.17,2.87
revive,1.84,10.47,3.01
reviver,0.02,11.28,2.59
revocable,0.06,13.21,3.05
revocation,0.04,14.69,3.2
revoke,0.73,12.1,3.09
revolt,1.55,10.67,3.34
revolting,1.92,9.74,3.59
revolution,12.33,10,2.33
revolutionary,4.39,10.28,2.42
revolutionize,0.47,11.85,3.05
revolve,0.69,8.28,2.24
revolver,2.76,9.26,3.18
revolving,1,11,3.58
revote,0.04,13.5,3.92
revue,0.73,13.71,2.97
revulsion,0.24,12.41,3.2
reward,18.02,6.89,2.59
rewarding,1.67,8.11,3.91
rewash,0.02,6.05,2.5
reweigh,0.02,9.89,2.81
rewind,1.75,7.79,4.59
rewire,0.47,9.56,2.45
reword,0.02,10.72,2.44
rework,0.16,9.8,3.19
rewrap,0.02,9.16,2.06
rewrite,2.75,9.78,2.76
rewriter,0.02,12.47,4.54
rhapsody,0.53,12.95,2.84
rhesus,0.18,15.75,3.28
rhetoric,0.41,13.69,3
rhetorical,0.96,14.25,4.05
rheum,0.08,17.38,4.66
rheumatic,0.16,14.41,4.26
rheumatism,0.69,13.57,2.34
rheumatoid,0.14,14.3,3.57
rheumatology,0.02,15.11,3.5
rhinestone,0.63,11.06,3.52
rhinitis,0.04,18.07,2.79
rhino,2.08,5.89,1.73
rhinoceros,0.75,6,2.83
rhizome,0.12,13.47,4.09
rho,0.14,15.45,3.27
rhodium,0.04,14.7,2.98
rhododendron,0.06,11.53,5.59
rhomboid,0.08,12.67,3.04
rhombus,0.06,10.88,2.92
rhubarb,1.08,10.53,4.22
rhyme,4.41,5.47,1.98
rhymester,0.02,14.25,3.37
rhythm,10.9,7.16,2.01
rhythmic,1.02,10.65,3.57
rhythmical,0.06,12.06,2.88
rib,5.9,6.3,1.75
ribald,0.16,11.38,3.38
ribaldry,0.02,15,3.21
riband,#N/A,13,NA
ribbed,0.35,11.44,4.53
ribbon,5.06,5.25,2.38
ribcage,#N/A,8.56,2.71
riboflavin,0.12,14.37,3.02
ribonucleic,0.02,12.71,3.71
rice,15.08,3.72,1.41
rich,80.39,6.32,2.14
riches,3.33,8.33,2.77
richness,0.29,9.28,3.68
rick,26.2,7.8,4.39
rickets,0.39,11.69,3.01
rickety,0.41,10.67,2.93
rickshaw,0.59,11.94,2.79
ricochet,0.47,10.5,3.5
ricotta,0.25,12.67,4.38
rid,59.84,6.79,2.3
riddance,1.73,12.72,2.99
riddle,4.53,7.17,2.38
ride,135.37,4.67,2.17
rider,7.71,6.37,2.03
ridge,7.08,8.84,2.48
ridgepole,0.1,14,2.74
ridicule,1.96,11.85,3.96
ridiculous,55.61,7,1.83
ridiculousness,0.04,9.15,2.3
riel,#N/A,15.67,1.15
rife,0.51,12.83,3.68
riff,1.12,9.84,2.67
riffle,0.12,9.15,3.13
riffraff,1.02,8.26,2.33
rifle,14.57,7.85,2.35
rifleman,0.53,9.67,3.45
rift,1.08,12,2.95
rig,8.63,8.95,2.74
rigatoni,0.29,8.93,4.15
rigger,0.18,12.71,3.22
right,4008.39,4.35,1.59
righteous,3.92,10.21,3.54
righteousness,1.75,9.94,2.94
rightful,2.33,9.32,3.42
rightist,0.02,14.43,3.78
rightness,0.18,10,3.91
rightward,0.02,11.41,3.76
righty,3.33,7.75,2.94
rigid,1.86,9.16,2.34
rigidity,0.22,11.47,2.59
rigmarole,0.12,15.2,5.48
rigor,0.86,11.11,3.03
rigorous,0.84,11.6,2.46
rigorousness,0.02,14.15,3.7
rile,0.33,10.95,3.88
rill,0.12,15.75,2.87
rim,2.45,8.05,2.66
rimless,0.02,11.36,2.98
rimy,0.02,10.25,6.55
rind,0.27,8.95,3.58
ring,92.75,4.53,1.87
ringer,1.67,8.8,3
ringleader,0.53,9.74,3.11
ringmaster,0.39,7.53,2.32
ringside,0.92,9.88,2.64
ringtail,0.06,10.69,2.9
ringtone,0.08,13.78,5.57
ringworm,0.1,10.28,3.29
rink,2.14,8.69,2.94
rinse,2.35,4.95,2.01
riot,6.49,9.95,2.48
rioting,0.51,10.16,3.42
riotous,0.16,12.53,4.33
rip,20.16,6.11,3.41
ripcord,0.04,10.84,2.34
ripe,4.18,7.11,2.87
ripen,0.27,7.22,1.93
ripeness,0.04,12.11,4.33
riposte,0.12,15.6,3.37
ripper,2.49,8.29,2.78
ripple,1.51,8.47,3.03
rippling,0.59,6.58,2.63
ripsaw,#N/A,13.08,4.14
riptide,0.14,10.39,3.45
rise,27.43,6.72,2.85
riser,0.35,10.56,3.81
risk,49.04,7.58,2.14
risky,7.71,8.16,1.83
risotto,0.84,16,4.46
rissole,0.02,14.86,3.02
rite,1.45,10.42,2.22
ritual,8.94,11.74,4.51
ritualistic,0.53,12.89,2.78
ritualize,0.02,13.17,3.38
ritualized,0.2,11.44,3.15
ritzy,0.37,10.28,2.72
rival,3.78,10,2.61
rivalry,1.06,10.86,2.82
rive,0.06,10.71,4.82
riven,0.02,14.25,2.22
river,55.47,4.9,1.62
riverbank,0.67,6.44,2.01
riverbed,0.43,9.59,3.26
riverboat,0.39,7.9,2.51
riverfront,0.2,9.47,3.39
rivet,0.33,12.83,3.68
riveter,0.06,11.21,2.76
riveting,0.45,13.32,4.19
rivulet,0.04,12,3.57
riyal,#N/A,17.25,3.5
roach,2.65,7.15,2.83
road,111.94,4.55,2.44
roadbed,0.04,11.62,2.72
roadblock,1.98,9.28,3.72
roadhouse,0.75,14.12,4.53
roadie,0.39,12.88,3.41
roadrunner,0.41,7.32,3.76
roadside,1.02,8.26,4.01
roadstead,0.04,13.8,4.47
roadster,0.35,12.07,4.67
roadsweeper,#N/A,9.83,4.15
roadway,0.22,6.89,2.26
roadwork,0.2,7.56,3.03
roam,3.39,8.58,2.87
roan,0.25,13,3.91
roar,4.02,4.79,2.25
roast,9.78,8.5,3.62
roasted,1.69,7.11,3.74
roaster,0.06,9.48,2.99
rob,23.29,7.28,2.78
robber,4.69,5.74,1.85
robbery,23.04,7.43,2.48
robe,8.49,6.38,2.91
robin,24.94,6.69,2.15
robot,12.18,5.35,2.41
robotic,0.67,10.61,3.29
robotics,0.57,10.3,3.73
robust,0.71,13.16,2.65
rock,86.16,3.22,1.17
rocker,1.25,7.06,3.98
rocket,11.84,5.63,2.34
rocketry,0.02,13.93,4.89
rockingchair,#N/A,5.78,1.57
rockslide,0.12,9.72,1.93
rococo,0.06,15,3.09
rod,10.73,7.42,3.13
rodent,1.8,6.95,2.2
rodeo,5.55,8.33,2.66
roe,1.02,15.4,4.01
roentgen,0.08,14.33,5.52
rogation,#N/A,NA,NA
rogue,3.73,11.48,3.39
roguery,#N/A,14.92,2.87
roguish,0.14,12.07,3.95
roil,0.02,13,4.26
roister,0.02,13.62,4.46
role,18.22,6.65,2.58
roll,63.27,4.47,2.12
rollaway,0.14,11.63,3
rollback,0.02,11.37,5.64
roller,5.75,6.65,2.03
rollerblade,#N/A,10.8,6.99
rollercoaster,#N/A,6.07,1.85
rollerskate,#N/A,6.32,1.77
rollick,0.04,15.33,3.06
rollicking,0.1,12.07,4.29
rollingpin,#N/A,7.6,2.29
rollout,0.1,12.13,3.66
rollover,0.14,8.1,4
romaine,0.22,11.62,3.18
roman,10.47,9.52,3.88
romance,15.53,9.28,2.65
romancer,0.06,13.62,3.83
romantic,35.18,8.11,2.56
romanticism,0.2,13.29,2.76
romanticist,0.04,13.17,3.63
romanticize,0.22,13,3.2
romp,0.53,10.3,3.59
romper,0.14,13.28,4.18
rood,0.06,12.33,3.72
roof,35.65,5,2.52
roofer,0.33,7.84,2.17
roofing,0.25,8.37,4.63
roofline,0.02,11.93,3.83
rooftop,1.59,5.89,1.91
rooftree,0.02,12.31,3.86
rook,1.39,11.59,3.55
rookery,0.08,13.64,2.71
rookie,4.94,9.39,2.83
rooky,0.08,9.73,3.15
room,439.51,4.22,1.44
roomer,0.02,12.73,5.18
roomette,#N/A,13.88,3.4
roomful,0.61,8.72,2.97
roommate,11.39,9.21,2.23
rooms,26,4.11,1.56
roomy,0.39,7.58,2.5
roost,0.88,10.5,3.81
rooster,3.86,6.41,1.84
root,10.47,5.94,2.15
rooter,0.08,10.57,5
rootless,0.04,8.94,2.86
rope,22.71,5.44,2.09
ropes,5.94,5.21,1.65
rosary,1.2,8.21,2.94
rose,53.02,6.11,2.33
rosebud,1.41,8.12,3.92
rosebush,0.1,4.89,1.64
rosewater,0.04,10.69,4.03
rosin,0.2,13.44,5.39
roster,2.16,8.78,3.28
rostrum,0.08,18,4.55
rot,7.73,7.57,2.27
rotary,0.53,10.32,3.32
rotate,1.92,7.89,2.73
rotation,2.92,8.11,2.11
rotational,0.14,10.18,3.21
rotator,0.27,13.5,3.87
rotatory,0.02,11.85,2.51
rote,0.12,11.15,3.39
rotenone,0.18,17,0
rotgut,0.27,12.67,3.5
rotisserie,0.18,11.26,4.34
rotor,0.47,12.71,5.19
rotten,17.47,6.95,2.33
rottenness,0.08,8.71,3.76
rotund,0.12,13.42,3.52
rotunda,0.53,11.44,4.65
roue,0.02,17.29,3.82
rouge,3.24,12.33,3.97
rough,37.39,6.21,2.3
roughage,0.25,12.4,3.48
roughen,#N/A,10.38,3.65
roughhouse,0.27,8.33,2.89
roughly,3.14,7.69,1.83
roughneck,0.63,11.17,3.26
roughness,0.08,8.39,2.91
roulette,2.47,12.82,2.68
round,66.53,4.75,2.05
roundabout,0.43,12.74,4.39
roundelay,0.12,16,2.93
roundhouse,0.18,10.24,4.71
roundish,0.02,8.75,2.95
roundness,0.04,7.16,2.5
roundtable,0.06,9.84,2.69
roundup,1.14,9.84,3.67
rouse,0.92,12.84,2.89
rouser,0.02,13.71,2.14
rousing,0.49,12.19,3.75
roust,0.41,11.58,3.34
roustabout,0.04,13.5,3.53
rout,0.35,11.59,2.58
route,21.35,11.4,3.39
router,0.29,12.68,3.93
routine,19.84,9.26,2.77
roux,0.08,15,5.62
rove,1.14,12.35,3.22
roving,0.75,11.44,2.83
row,26.33,7,3.07
rowboat,1.06,6.05,2.61
rowdy,1.02,7.75,2.63
rowel,0.06,15,4.24
rower,0.02,8.71,2.91
rowing,1.27,7.68,2.19
royal,23.24,7.17,3.17
royalist,0.02,12.65,2.58
royalty,3.92,8,2.49
rub,15.45,6,2.89
rubber,14,7.62,2.52
rubberneck,0.06,10.84,3.78
rubbery,0.18,7.53,2.39
rubbish,5.59,10.63,3.5
rubbishy,0.02,10.31,3.59
rubble,1.75,9.59,2.58
rubdown,0.61,10.89,3.97
rubicund,#N/A,14,NA
ruble,0.06,12.67,3.5
rubout,0.02,12.31,4.71
rubric,0.04,13.25,3.61
ruby,11.9,6.83,1.99
rucksack,0.16,14.3,3.68
ruckus,1.47,9.26,3.43
rudder,3.88,10.39,3.15
rudderless,0.08,12.27,2.71
ruddiness,0.02,13.06,2.8
ruddy,0.71,13.31,3.24
rude,22.06,7.11,2.51
rudeness,0.84,8.89,3.1
rudiment,0.08,13.33,2.26
rudimentary,0.67,13.12,3.05
rue,1.76,11.98,3.79
ruff,0.53,7.29,4.09
ruffian,0.55,13.25,2.67
ruffle,0.57,7.58,2.57
rug,10.41,4.61,1.61
rugby,0.86,11.42,3.37
rugged,2,10.58,3.08
ruin,28.53,7.16,2.17
ruination,0.47,12.38,2.79
ruinous,0.1,12,4.3
rule,48.14,4.72,1.49
ruler,3.18,5.94,1.55
ruling,4.1,9.89,2.4
rum,7.49,11.56,3.35
rumba,1.2,11,3.44
rumble,2.73,8.33,2.72
rumen,0.02,12.57,2.82
ruminant,0.02,14.47,3.64
ruminate,0.1,14.5,3.21
rumination,0.02,12.08,3.03
rummage,0.78,9,2.34
rummy,1.45,11.17,3.51
rumor,10.41,9.56,4.1
rumormonger,0.02,15.92,5.14
rump,1.41,8.95,3.8
rumpus,0.67,10.93,4.65
rumrunner,#N/A,15.25,5.1
run,350.55,4.47,1.9
runabout,0.06,12.55,5.07
runaround,0.67,8.28,3.94
runaway,4.06,8.37,2.52
rundle,0.04,13.86,4.06
rundown,1.45,7.78,1.99
rung,1.39,8.27,2.68
runic,0.04,15.36,3.56
runnel,0.02,13.29,2.29
runner,4.96,5,1.57
runny,1.27,5.68,2.29
runoff,0.2,10.28,4.24
runt,2.45,8.39,3.91
runty,0.14,10.07,3.52
runway,5.47,8.35,2.5
rupee,0.04,11.6,3.81
rupiah,#N/A,14,NA
rupture,1.29,11.05,2.55
rural,1.16,7.95,3.05
ruse,1.67,12.17,3.17
rush,31.41,6.7,2.05
rusher,0.02,10.35,3.39
rusk,0.47,12.38,4.24
russet,0.16,12.46,4.65
rust,2.49,7.75,2.9
rusted,0.71,7.39,2.28
rustic,0.78,10.37,2.67
rusticate,0.04,15.77,4.94
rusticity,0.02,14.57,4.73
rustle,1.14,10.32,2.36
rustler,0.49,11,4.07
rustproof,0.02,11.44,2.81
rut,1.53,9.17,2.31
rutabaga,0.35,10.44,5.49
ruthless,4.14,12.26,3.49
ruthlessness,0.1,12.75,2.75
rutting,0.18,13.65,3.33
rye,4.16,9.26,3.77
sabbatical,0.94,15.39,3.35
saber,0.8,7.29,1.96
sable,0.82,11.85,4.49
sabotage,3.86,10.42,2.22
saboteur,0.55,13.56,3.43
sac,1.29,9,4.23
saccharin,0.06,11.92,5.2
saccharine,0.12,13.64,3.43
sachet,0.06,11.62,3.63
sack,12.92,5.83,2.01
sackcloth,0.16,11.46,4.72
sacker,0.25,10.82,2.52
sacral,0.06,14.14,4.3
sacrament,0.55,11.22,4.32
sacramental,0.12,12,3.98
sacred,14.02,8.53,3.6
sacredness,0.06,10.18,3.57
sacrifice,17.9,9.61,3.22
sacrificial,0.57,11.94,3.15
sacrilege,0.71,11.07,3.79
sacrilegious,0.39,11.28,3.01
sacristan,0.02,14.2,2.39
sacristy,0.08,12.36,2.77
sacroiliac,0.16,14,4.47
sacrosanct,0.16,15.6,3.37
sacrum,0.04,15.5,4.13
sad,63.37,3.24,2.21
sadden,0.08,8.83,3.38
saddle,7.82,6.42,2.29
saddleback,0.08,11.11,3.61
saddlebag,0.25,11.37,3.96
saddler,0.04,11.71,3.27
sadism,0.18,15.16,2.99
sadist,1.08,13.72,3.97
sadistic,1.71,13.3,3.79
sadness,4.78,5,1.45
sadomasochism,0.04,17.74,3.62
sadomasochist,0.1,19.07,4.14
sadomasochistic,0.14,15.44,5.06
safari,2.08,8.44,2.06
safe,143.2,5.11,2.65
safecracker,0.14,9.67,3.24
safeguard,0.94,11,3.03
safekeeping,0.9,8.19,3.17
safeness,0.02,8.06,2.6
safety,32.33,5.84,1.71
safetypin,#N/A,6.53,1.74
safflower,0.04,13.83,5.13
saffron,0.61,14.89,4.85
sag,0.8,6.95,2.15
saga,0.78,10.42,3.19
sagacious,0.04,15.82,4.47
sagacity,0.02,19,3.79
sage,1.75,11.39,4
sagebrush,0.29,10.88,2.85
sager,0.04,12.5,4.09
saggy,0.57,8.52,3.75
saguaro,0.14,18.2,6.61
sail,13.75,6.47,2.7
sailboat,1.61,4.65,2.11
sailcloth,0.04,10.69,3.12
sailfish,0.04,8.31,2.69
sailor,12.39,6.44,2.15
sailorman,0.08,8.65,3.76
saint,17.92,7.49,1.78
sainted,0.61,10.18,3.59
sainthood,0.22,10.53,3.12
saintly,0.33,10.06,4.27
sake,64.16,8.74,3.36
salaam,0.55,14.83,5.49
salable,0.02,13.64,2.91
salacious,0.2,13.92,4.01
salad,17.02,5.61,2.38
salamander,0.16,6.89,3.16
salami,2.24,7.18,3.24
salaried,0.18,13.44,3.5
salary,10.75,10.11,3.4
sale,25.39,6.76,1.89
salesgirl,0.41,7.89,2.96
saleslady,0.16,8.83,4.53
salesman,10.43,8.29,2.92
salesmanship,0.22,12.11,3.91
salespeople,0.24,8.11,2.85
salesperson,0.33,8.39,2.64
saleswoman,0.29,7.8,3.02
salicylic,0.02,16.07,5.24
salient,0.25,15.62,1.8
saline,3.43,11.71,2.66
salinity,0.04,12.5,3.48
saliva,2.65,8.42,3.25
salivary,0.1,10.76,2.28
salivate,0.08,10.56,2.79
sallow,0.12,11.29,3.5
salmon,6.55,8,2.95
salmonella,0.53,14.89,3.87
salon,4.59,9.5,2.82
saloon,5.14,9,2.09
saloonkeeper,0.02,10.31,2.91
salsa,2.14,9.78,5.24
salt,19.51,5.05,2.2
salted,0.57,7.89,2.26
saltine,0.2,7.22,3
saltpan,0.02,12.27,3.15
saltpeter,0.39,15.67,3.81
saltshaker,0.12,5.42,1.61
saltwater,0.61,9.39,4.09
salty,2.49,5.33,1.85
salubrious,0.18,15,3.46
salutary,0.04,13.27,3.01
salutation,0.12,11.28,2.52
salutatorian,0.08,14.06,3.11
salute,7.25,7.42,2.5
salvage,4.12,10.11,3.38
salvageable,0.25,12.1,3.4
salvation,5.02,9.05,3.6
salve,0.57,9.12,3.01
salver,0.1,12.6,3.78
salvo,0.37,14.33,5.39
samarium,#N/A,12.5,3.54
samba,0.57,13.13,4.6
same,417.18,5.62,1.71
sameness,0.16,10.11,3.03
samovar,0.14,14.44,7.13
sampan,0.25,16.57,2.15
sample,14.59,7.21,2.51
sampler,0.31,10.35,2.62
samurai,3.14,10.47,4.03
sanatorium,0.53,12.73,2.55
sanctify,0.1,12.89,3.62
sanctimonious,0.82,15.64,3.71
sanctimony,0.04,15.33,2.61
sanction,0.84,12.68,3.02
sanctity,1.65,13.88,2.52
sanctuary,4.31,9.72,3.21
sanctum,0.65,13.22,2.02
sand,20.29,4.63,2.31
sandal,0.22,5.21,2.12
sandalwood,0.25,13,3.5
sandbag,0.37,7.83,3.82
sandbank,0.04,8.79,2.55
sandbar,0.06,10.41,4.23
sandblaster,0.02,12.24,4.82
sandbox,1.06,4.14,2.35
sandcastle,0.08,5.42,2.27
sandglass,0.02,9.75,3.45
sandhog,#N/A,14.25,4.92
sandlot,0.22,8.74,4.04
sandman,2.43,7.05,3.4
sandpaper,0.43,6.33,1.28
sandpiper,0.16,11.21,2.67
sandstone,0.31,10.05,2.39
sandstorm,0.82,9.44,2.12
sandwich,21.92,4.79,1.93
sane,5.51,8.5,1.61
sangfroid,0.04,16.33,2.16
sangria,0.16,15.11,3.86
sanguine,0.14,16.62,2.06
sanitarium,2.25,10.88,2.64
sanitary,0.86,10.5,2.92
sanitation,1.18,11.1,3.58
sanitize,0.14,10.89,3.11
sanitizer,0.02,10.89,3.3
sanity,2.73,10.29,2.57
sap,3.49,7.53,3.64
saphead,0.02,12.36,4.18
sapience,0.02,15.33,4.48
sapiens,0.57,11.67,3.31
sapling,0.18,9.2,3.43
sapper,0.04,11.9,3.63
sapphire,1.2,9.22,3.86
sappy,0.84,9.44,3.24
sapsucker,0.06,13.19,4.89
saran,0.9,11.3,4.22
sarcasm,2.86,9.06,2.69
sarcastic,2.61,11.05,2.37
sarcoma,0.16,17,3.1
sarcophagus,0.61,11.93,5.74
sardine,0.9,7.74,2.86
sardonic,0.1,14.93,3.93
sari,0.43,13.44,3
sarong,0.14,12.92,4.77
sarsaparilla,0.75,11.36,4.31
sartorial,0.12,15.47,3.42
sash,1.14,7.67,2.63
sashay,0.2,11.35,3.66
sashimi,0.55,16.53,4.69
sassafras,0.63,10.53,4.12
sassy,3.22,8.22,3.17
satanic,1.35,9.11,3.43
satchel,1.47,12.35,2.62
sate,0.08,12,3.36
sateen,0.02,11,4.11
satellite,15.65,11.68,3.13
sati,0.14,16.43,5.56
satiate,0.06,16.75,3.05
satiety,0.06,13.21,3.79
satin,2.61,10.37,2.29
satinwood,0.02,14.12,4.02
satiny,0.04,11.75,4.42
satire,0.65,13.07,4.03
satiric,0.04,14.22,3.21
satirical,0.18,12.39,3.38
satirist,0.1,14.12,2.18
satirize,0.02,14.47,2.8
satisfaction,6.96,9.53,3.56
satisfactory,3,8.84,2.5
satisfied,15.51,9.68,3.2
satisfy,5.61,10,2.09
satisfying,2.53,9.95,3.17
saturate,0.2,12.84,2.41
saturated,0.84,10.63,2.91
saturation,0.55,12.05,4.05
saturday,47.51,5.48,1.36
satyr,0.57,13.36,4.52
satyriasis,0.02,16.33,1.53
sauce,15.59,5.37,2.24
saucebox,0.02,12.64,2.87
saucepan,0.16,7.89,2.83
saucer,2.75,8.44,2.89
sauciness,0.02,12.06,3.26
saucy,1.22,10.53,4.13
sauerbraten,0.04,16.9,4.28
sauerkraut,1,9.26,3.09
sauna,1.35,10.28,2.35
saunter,0.16,12.28,2.99
saurian,0.12,16.25,2.63
sausage,7.78,6.05,2.55
sauterne,#N/A,18.4,1.67
sauternes,0.02,16,2.97
savage,7.16,10.05,2.97
savagery,0.27,13.42,3.91
savannah,1.51,12,3.54
savant,0.47,13.92,4.77
save,162.31,5.44,1.69
saver,0.61,7.84,2.29
savings,7.53,8.79,3.33
savior,3.39,6.68,2.77
savor,0.94,10.14,3.28
savory,0.22,13.78,3.56
savvy,1.06,12.35,2.43
saw,402.49,5.36,2.09
sawbuck,0.39,12.56,2.55
sawdust,0.59,7.16,2.17
sawhorse,0.02,9.58,3.63
sawmill,0.41,9.6,2.93
sax,1.25,8.75,3.15
saxophone,1.69,9.1,2.51
saxophonist,0.12,8.89,2.05
say,1639.78,3.42,1.07
saying,291.65,4.95,1.43
sayonara,1.65,9.56,5.14
scab,0.63,6.65,3.51
scabbard,0.22,14.09,2.55
scabby,0.35,9.06,3.66
scabies,0.02,12,4.42
scabrous,0.02,15.4,3.51
scaffold,0.55,12.11,3.07
scaffolding,0.24,11.22,2.82
scalable,0.04,14.13,4.42
scalawag,0.12,12.12,3.28
scald,0.27,10.26,2.86
scale,9.51,8.85,3.57
scaleless,#N/A,11.53,4.09
scalene,0.02,11.92,2.87
scales,2.02,6.48,1.94
scallop,0.18,11.26,3.48
scallywag,0.06,11.94,3.9
scalp,3.69,6.68,2.71
scalpel,3.16,10.73,3.05
scalper,0.27,10.75,3.57
scaly,0.31,7.83,2.6
scam,6.14,10.63,4.46
scamp,1.76,10.43,4.5
scamper,0.25,7.78,2.37
scampi,0.39,14.5,2.85
scan,9.41,9.6,4.58
scandal,8.12,10.83,2.04
scandalize,0.02,11.06,2.9
scandalmonger,0.02,17.83,3.83
scandalous,0.9,11.89,2.54
scandium,0.02,15.78,4.09
scanner,2.94,11.37,3.2
scansion,0.02,15.2,3.42
scant,0.24,12.16,4.07
scanty,0.02,13.67,4.04
scapegoat,1.1,11.75,2.55
scapegrace,0.04,11.67,3.79
scapula,0.27,14.88,3.81
scar,8.47,5.68,2.21
scarab,0.31,10.88,3.94
scarce,1.71,10.53,2.84
scarcely,1.37,10.38,3.29
scarcity,0.16,11.65,4.3
scare,33.57,4.22,1.26
scarecrow,1.75,5.56,2.87
scared,133.39,3.79,1.47
scaremonger,0.02,16.4,4.45
scarf,4.69,5.68,2.54
scarify,0.08,13,4.92
scariness,0.02,6.89,2.83
scarlet,3.27,11.36,3.17
scarper,0.02,14.17,4.51
scary,26.2,4.26,1.97
scat,1.27,11.76,4.02
scathe,0.04,13.57,3.23
scathing,0.16,13.33,3.09
scatological,0.14,18.12,3.04
scatology,0.04,14.25,4.89
scatter,2.43,7.95,2.55
scatterbrain,0.14,10.16,3.44
scatterbrained,0.06,9.95,2.41
scattergun,0.1,13.5,2
scattershot,0.02,15.23,4.4
scavenge,0.2,10.63,3.25
scavenger,0.86,9.32,2.98
scenario,6.25,10.95,3.52
scenarist,0.02,14,4.14
scene,74.65,8.17,3.84
scenery,3.78,9.7,3.11
sceneshifter,0.02,15.18,2.68
scenic,1.04,9.11,3.6
scent,5.96,5.94,2.01
scented,0.9,7.7,2.08
scepter,0.88,10.15,3.81
schedule,29.76,7.47,2.34
scheduler,0.02,10.61,2.81
schematic,1.14,14.45,3.12
scheme,7.25,9.65,2.68
schemer,0.18,11.67,3.92
scherzo,0.04,15.4,4.22
schilling,0.69,14.08,4.75
schism,0.06,12.71,2.37
schist,0.39,13.62,4.53
schizoid,0.14,15.08,3.7
schizophrenia,1.35,13.44,3.33
schizophrenic,2.29,12.33,3.16
schlemiel,0.18,15.1,4.15
schlep,0.49,13,4.76
schlimazel,0.06,16.17,1.94
schlock,0.12,12.4,3.47
schlocky,0.02,14.8,3.11
schmaltz,0.27,15.3,5.1
schmaltzy,0.04,15.33,2.34
schmooze,0.33,10.64,3.41
schmuck,4.59,12.64,3.92
schnapps,0.73,15.62,3.93
schnauzer,0.2,11,4.15
schnitzel,0.88,12.06,5.08
schnook,0.33,12.91,3.42
schnooks,0.04,15,4.34
schnozzle,0.06,12.5,3.44
scholar,3.65,10.37,2.97
scholarly,0.43,10.25,2.63
scholarship,9.94,11.11,3.07
scholastic,0.57,9,3.2
school,333.12,3.89,1.37
schoolbag,0.12,5.76,1.35
schoolbook,0.08,6.1,1.29
schoolboy,1.31,6.63,1.74
schoolchild,0.04,6.33,2.22
schooldays,0.02,5.84,1.92
schoolgirl,1.88,6.68,2.11
schoolhouse,1.12,6.76,2.28
schooling,1.43,6.37,2.39
schoolmarm,0.22,12.5,3.71
schoolmaster,0.9,8,3.11
schoolmate,0.12,6.56,2.68
schoolmistress,0.06,14,3.54
schoolroom,0.31,5.53,1.87
schoolteacher,3.45,4.06,0.94
schoolwork,0.96,5.21,0.85
schoolyard,0.86,5.5,2.09
schooner,0.75,12.33,3.27
schottische,0.04,20.25,3.86
schwa,0.02,15.5,3.93
sciatic,0.22,16.09,4.01
sciatica,0.25,15.55,4.8
science,37.25,7.32,1.92
scientific,11.37,8.74,3.26
scientist,12.18,6.89,2.38
scientologist,0.04,14.82,3.07
scientology,0.29,15.3,2.66
scimitar,0.22,14.54,4.54
scintilla,0.12,14.33,2.08
scintillate,0.04,16.08,4.14
scintillating,0.39,15.5,2.9
scintillation,0.04,14.53,2.18
scion,0.24,16.85,5.79
scissor,0.35,4.56,2.36
scissors,6.69,4.5,1.86
sclera,0.08,15,6.39
scleroderma,0.06,15.5,3.02
sclerosis,0.25,14.22,3.25
scoff,0.41,12.48,3.28
scold,1.31,8.53,3.27
scoliosis,0.27,13,3.82
sconce,0.16,14.07,4.27
scone,0.49,10.26,4
scoop,5.67,5.14,2.22
