subj,link1,link2,rw,invite,irt5,irt7,irt9
S119,emu,gorilla,1,1,1,1,1
S119,rat,spider,1,1,1,1,1
S119,horse,parrot,1,1,1,1,1
S119,snake,whale,0,0,1,1,0
S119,monkey,tiger,1,1,1,1,1
S119,mouse,ant,0,0,1,0,0
S119,bear,giraffe,1,1,1,1,1
S119,hippopotamus,giraffe,1,1,0,1,1
S119,fish,spider,1,1,1,1,1
S119,opossum,spider,1,1,0,1,1
S119,hippopotamus,rhinoceros,1,1,1,1,1
S119,penguin,parrot,1,1,1,1,1
S119,opossum,squirrel,1,1,1,1,1
S119,rhinoceros,tiger,1,1,1,1,1
S119,rat,mouse,1,1,1,1,1
S119,pig,lizard,1,1,0,0,1
S119,parrot,cat,1,1,1,1,1
S119,hippopotamus,opossum,0,0,1,1,0
S119,donkey,skunk,0,0,1,0,0
S119,rhinoceros,lion,1,1,1,1,1
S119,shark,whale,1,1,1,1,1
S119,penguin,emu,1,1,1,1,1
S119,donkey,emu,1,1,1,1,1
S119,opossum,lizard,1,1,1,1,1
S119,donkey,cow,1,1,1,1,1
S119,opossum,bear,1,1,1,1,1
S119,swan,elephant,1,1,1,1,1
S119,turkey,bear,1,1,1,1,1
S119,dog,cat,1,1,1,1,1
S119,fish,parrot,1,0,1,0,0
S119,dolphin,whale,1,1,1,1,1
S119,ant,lizard,0,0,1,0,0
S119,emu,lizard,1,1,1,1,1
S119,fish,cat,1,1,1,1,1
S119,opossum,emu,0,0,1,1,0
S119,snake,jaguar,0,0,1,0,0
S119,fly,ant,1,1,1,1,1
S119,spider,lion,1,1,1,1,1
S119,mouse,lizard,0,0,1,0,0
S119,crow,raven,1,1,1,1,1
S119,horse,cat,0,0,1,0,0
S119,fish,shark,1,1,1,1,1
S119,snake,lizard,1,1,1,1,1
S119,tiger,lion,1,1,1,1,1
S119,goose,chicken,1,1,1,1,1
S120,gazelle,zebra,1,1,1,1,1
S120,zebra,tiger,1,1,1,1,1
S120,koala,kangaroo,1,1,1,1,1
S120,otter,eel,1,1,1,1,1
S120,panda,tiger,1,1,1,1,1
S120,duck,squirrel,0,0,1,1,0
S120,hamster,orca,0,0,0,1,0
S120,penguin,falcon,1,1,1,1,1
S120,duck,otter,0,0,1,0,0
S120,duck,swan,1,1,1,1,1
S120,gazelle,lion,1,1,0,1,1
S120,whale,blowfish,0,0,1,0,0
S120,goose,chicken,1,1,1,1,1
S120,penguin,blowfish,1,1,0,1,1
S120,kangaroo,bull,1,1,1,1,1
S120,chameleon,rabbit,1,1,1,1,1
S120,frog,toad,1,1,1,1,1
S120,rabbit,hamster,1,1,1,1,1
S120,iguana,mouse,1,1,1,1,1
S120,mouse,orca,0,0,1,0,0
S120,giraffe,cow,1,1,1,1,1
S120,shark,dolphin,1,1,1,1,1
S120,dolphin,whale,1,1,1,1,1
S120,panda,salmon,1,1,1,1,1
S120,goat,bull,1,1,1,1,1
S120,dolphin,hawk,1,1,1,1,1
S120,zebra,giraffe,1,1,1,1,1
S120,monkey,orca,0,0,1,0,0
S120,monkey,cow,1,1,1,1,1
S120,rat,gerbil,1,1,1,1,1
S120,stingray,whale,1,1,1,1,1
S120,donkey,horse,1,1,1,1,1
S120,dolphin,stingray,0,0,1,1,0
S120,seal,otter,1,1,1,1,1
S120,horse,panther,1,1,1,1,1
S120,ostrich,hawk,1,1,1,1,1
S120,alligator,tiger,1,1,1,1,1
S120,crocodile,mouse,1,1,1,1,1
S120,zebra,horse,0,0,1,0,0
S120,ostrich,penguin,1,1,0,0,0
S120,bear,parrot,1,1,1,1,1
S120,rat,chinchilla,0,0,1,0,0
S120,donkey,goose,1,1,1,1,1
S120,horse,cow,1,1,1,1,1
S120,squirrel,gerbil,1,1,1,1,1
S120,frog,salmon,1,1,1,1,1
S120,gazelle,tiger,0,0,1,0,0
S120,shark,stingray,1,1,1,1,1
S120,donkey,abex,1,1,0,0,0
S120,mouse,parrot,0,0,1,0,0
S120,gazelle,koala,1,1,1,1,1
S120,penguin,parrot,0,0,1,0,0
S120,ostrich,falcon,1,1,1,1,1
S120,rabbit,cat,1,1,1,1,1
S120,hawk,parrot,1,1,1,1,1
S120,sheep,cow,1,1,1,1,1
S120,dolphin,eagle,1,1,1,1,1
S120,rabbit,parrot,1,1,1,1,1
S120,sheep,goat,1,1,1,1,1
S120,gazelle,horse,1,1,1,1,1
S120,cat,hamster,1,1,1,1,1
S120,dolphin,bear,1,1,1,1,1
S120,eel,orca,0,0,1,0,0
S120,pig,cow,1,1,1,1,1
S120,duck,chicken,1,1,1,1,1
S120,iguana,snake,1,1,0,0,1
S120,crocodile,frog,0,0,1,0,0
S120,ostrich,frog,0,0,1,0,0
S120,alligator,frog,0,0,1,0,0
S120,iguana,parrot,1,1,1,1,1
S120,stingray,orca,1,1,0,1,1
S120,toad,clownfish,0,0,1,0,0
S120,goose,sheep,0,0,1,0,0
S120,bear,cat,1,1,1,1,1
S120,abex,goat,1,1,1,1,1
S120,eagle,orca,0,0,1,0,0
S120,crocodile,tadpole,1,1,1,1,1
S120,parrot,seagull,1,1,1,1,1
S120,monkey,eel,1,1,1,1,1
S120,pig,chinchilla,1,1,1,1,1
S120,salmon,falcon,1,1,0,1,1
S120,alligator,toad,1,1,1,1,1
S120,gerbil,hamster,1,1,1,1,1
S120,stingray,clownfish,1,1,1,1,1
S120,otter,orca,1,1,1,1,1
S120,dolphin,parrot,0,0,1,0,0
S120,donkey,goat,0,0,1,0,0
S120,frog,tadpole,1,1,1,1,1
S120,zebra,panda,1,1,1,1,1
S120,penguin,seagull,1,1,1,1,1
S120,peacock,koala,1,1,0,1,1
S120,seal,seagull,1,1,0,0,0
S120,rat,hamster,1,1,1,1,1
S120,tiger,lion,1,1,1,1,1
S120,chameleon,snake,1,1,1,1,1
S120,swan,squirrel,1,1,1,1,1
S120,mouse,hamster,0,0,1,0,0
S120,seal,penguin,1,1,1,1,1
S120,falcon,hawk,1,1,1,1,1
S120,horse,koala,0,0,1,0,0
S120,gerbil,rabbit,1,0,1,1,0
S120,rat,seagull,1,1,0,0,0
S120,mouse,snake,0,0,1,1,0
S120,pig,lion,1,1,1,1,1
S120,frog,clownfish,1,1,1,1,1
S120,otter,hamster,0,0,0,1,0
S120,chinchilla,ferret,1,1,0,0,1
S120,ostrich,salmon,0,0,1,0,0
S120,dog,cat,1,1,1,1,1
S120,falcon,parrot,1,1,1,1,1
S120,mouse,chinchilla,1,1,1,1,1
S120,donkey,sheep,1,1,1,1,1
S120,falcon,dog,1,1,1,1,1
S120,peacock,panther,1,1,1,1,1
S120,ferret,snake,1,1,1,1,1
S120,crocodile,alligator,1,1,1,1,1
S120,gerbil,otter,1,1,1,1,1
S120,chinchilla,snake,1,1,1,1,1
S120,snake,rabbit,0,0,1,0,0
S120,parrot,cat,0,0,1,0,0
S120,eagle,hawk,1,1,1,1,1
S120,whale,otter,1,1,1,1,1
S120,stingray,blowfish,1,1,1,1,1
S120,abex,bull,1,1,1,1,1
S120,penguin,otter,0,0,1,0,0
S120,rat,mouse,1,1,1,1,1
